Rate,Blockheight
19.9,19011118
7.4,19010881
30.5,19010811
0.0,19010805
0.0,19010790
0.0,19010790
20.0,19010752
20.0,19010750
3.6,19010370
3.7,19010367
4.9,19010324
4.3,19010280
3.2,19010055
3.2,19010055
0.0,19010042
0.0,19010039
0.0,19009890
4.8,19009862
4.8,19009857
0.0,19009806
0.0,19009781
0.0,19009658
0.7,19009560
0.7,19009560
0.0,19009555
0.0,19009553
5.6,19009546
0.9,19009535
0.3,19009512
18.7,19009465
2.1,19009462
2.1,19009462
2.1,19009462
2.1,19009462
0.0,19009438
0.0,19009438
4.6,19009438
0.0,19009436
0.0,19009433
0.0,19009431
0.0,19009424
0.0,19009362
0.0,19009317
0.0,19009312
0.0,19009308
3.1,19009289
3.1,19009267
3.1,19009259
0.0,19009237
0.0,19009225
0.0,19009221
0.0,19009212
0.0,19009202
0.0,19009163
0.0,19009120
1000.0,19009076
3.0,19009037
3.1,19009034
3.1,19009033
0.0,19008977
0.0,19008865
0.0,19008779
3.1,19008676
0.0,19008654
0.0,19008651
0.0,19008644
0.0,19008641
4.1,19008639
0.0,19008618
0.0,19008608
0.0,19008606
0.0,19008606
0.0,19008598
9.9,19008590
0.0,19008535
0.0,19008531
15.1,19008468
28.0,19008463
0.0,19008440
0.0,19008269
0.0,19008269
9.9,19007697
9.9,19007696
9.9,19007695
0.0,19007642
0.0,19007438
0.0,19007436
0.0,19007384
7.1,19006976
7.1,19006960
0.0,19006934
0.0,19006899
0.0,19006899
0.0,19006899
3.6,19006841
10.0,19006805
0.0,19006705
4.4,19006615
5.2,19006606
0.0,19006567
0.0,19006315
57.7,19006213
9.2,19005976
0.0,19005951
8.4,19005941
0.0,19005916
0.0,19005899
2.7,19005896
30.0,19005887
0.0,19005883
60.0,19005881
0.0,19005880
59.4,19005873
59.4,19005873
59.4,19005872
59.4,19005872
4.4,19005845
0.0,19005808
0.0,19005207
12.7,19005062
3.9,19005061
6.4,19004554
6.4,19004554
6.4,19004553
6.4,19004553
0.0,19004550
0.0,19004550
51.5,19004437
8.3,19004417
4.0,19004327
0.0,19004213
8.7,19003913
9.9,19003744
0.0,19003740
0.0,19003725
6.9,19003641
2.9,19003639
15.2,19003570
14.2,19003570
9.9,19003545
0.0,19003232
9.9,19003067
0.0,19003066
99.1,19003055
99.1,19003053
999.7,19003019
4.9,19003004
0.0,19002938
0.0,19002932
0.0,19002932
0.0,19002931
4.4,19002931
0.0,19002881
4.2,19002877
0.0,19002875
0.0,19002874
0.0,19002874
0.0,19002872
0.0,19002871
0.0,19002871
4.4,19002871
0.0,19002869
0.0,19002868
0.0,19002868
0.0,19002868
4.9,19002743
0.0,19002660
0.0,19002660
0.0,19002660
0.0,19002660
0.0,19002656
0.0,19002656
0.0,19002656
0.0,19002651
0.0,19002651
0.0,19002651
0.0,19002651
0.0,19002651
0.0,19002651
0.0,19002651
0.0,19002651
0.0,19002651
0.0,19002651
0.0,19002650
0.0,19002650
0.0,19002650
0.0,19002650
0.0,19002650
0.0,19002650
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
0.0,19002649
19.8,19002595
19.8,19002594
0.0,19002585
0.0,19002585
0.0,19002584
0.0,19002584
0.0,19002584
0.0,19002583
0.0,19002583
6.8,19002571
0.1,19002476
0.1,19002476
0.1,19002476
0.1,19002476
0.0,19002413
0.0,19002413
0.0,19002244
0.0,19002194
0.0,19002164
0.0,19002116
0.0,19002094
0.0,19002080
0.0,19002060
13.3,19002041
0.0,19002032
0.0,19002032
0.0,19001996
13.3,19001984
0.0,19001978
0.0,19001978
13.4,19001978
0.0,19001964
5.0,19001959
5.1,19001956
12.6,19001948
0.0,19001947
15.5,19001942
0.0,19001921
0.0,19001906
0.0,19001892
17.7,19001885
0.1,19001828
0.0,19001746
0.0,19001746
0.0,19001746
0.0,19001734
0.0,19001659
0.0,19001621
1.9,19001581
9.9,19001535
9.9,19001523
9.9,19001523
24.3,19001518
24.3,19001518
24.3,19001518
24.3,19001518
0.0,19001507
0.0,19001400
7.0,19001398
0.0,19001157
0.0,19001139
0.0,19001139
0.0,19001139
0.0,19001134
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001133
0.0,19001126
0.0,19001126
0.0,19001126
0.0,19001126
0.0,19001125
0.0,19001125
0.0,19001124
0.0,19001124
0.0,19001123
0.0,19001123
0.0,19001123
0.0,19001123
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
0.0,19001119
22.7,19001113
0.0,19001108
0.0,19001108
0.0,19001108
0.0,19001108
0.0,19001108
0.0,19001108
0.0,19001108
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001096
0.0,19001095
0.0,19001095
0.0,19001095
0.0,19001095
0.0,19001095
0.0,19001095
10.0,19001075
0.0,19001072
0.0,19001072
0.0,19001072
0.0,19001072
4.8,19001071
0.0,19001060
0.0,19001059
0.0,19001059
0.0,19001059
0.0,19001059
0.0,19001059
0.0,19001058
0.0,19001058
0.0,19001053
0.0,19001053
0.0,19001053
0.0,19001053
0.0,19000971
0.0,19000970
0.0,19000968
0.0,19000968
0.0,19000968
0.0,19000966
0.0,19000965
0.0,19000964
0.0,19000964
0.0,19000964
0.0,19000962
0.0,19000962
14.5,19000871
4.8,19000810
0.0,19000748
0.0,19000506
0.0,19000506
0.0,19000503
0.0,19000503
9.8,19000475
0.0,19000337
0.0,19000063
24.7,18999980
9.0,18999891
10.3,18999867
0.0,18999795
0.0,18999648
8.9,18999626
0.0,18999589
10.9,18999533
24.5,18999497
0.0,18999492
8.9,18999399
0.0,18999392
0.0,18999388
0.0,18999385
0.0,18999380
0.0,18999259
0.0,18999168
0.0,18999164
0.0,18999149
0.0,18999146
0.0,18999098
0.0,18999014
0.0,18999007
0.0,18998994
0.0,18998987
0.0,18998894
0.0,18998649
0.0,18998648
0.0,18998646
0.0,18998646
0.0,18998638
0.0,18998556
27.6,18998530
0.0,18998485
0.0,18998451
0.0,18998451
10.0,18998151
0.0,18998104
0.0,18997937
0.0,18997910
0.0,18997910
0.0,18997910
0.0,18997910
0.0,18997909
0.0,18997909
0.0,18997909
0.0,18997909
0.0,18997909
0.0,18997909
8.1,18997855
0.0,18997832
0.0,18997785
0.0,18997563
10.0,18997340
26.3,18997301
26.5,18997211
8.9,18997022
0.0,18996964
0.0,18996964
0.0,18996914
0.0,18996914
0.0,18996914
0.0,18996913
8.9,18996910
9.8,18996898
10.0,18996852
9.6,18996837
10.0,18996819
0.0,18996796
0.0,18996653
10.0,18996481
10.0,18996479
0.0,18996444
0.0,18996419
59.9,18996350
59.7,18996317
999.0,18996278
0.0,18996271
0.0,18996096
0.0,18996096
0.0,18996096
0.0,18996086
0.0,18996086
0.0,18995924
0.0,18995767
0.0,18995704
15.4,18995701
14.9,18995697
0.0,18995605
10.0,18995535
0.0,18995501
0.0,18995489
9.4,18995464
37.7,18995439
72.2,18995426
72.2,18995425
10.0,18995405
38.5,18995369
13.3,18995359
11.2,18995354
11.8,18995350
12.2,18995345
0.0,18995299
15.1,18995201
0.0,18995121
0.0,18995115
0.0,18995112
0.0,18995112
0.0,18995111
0.0,18995111
0.0,18995109
0.0,18995109
0.0,18995109
0.0,18995107
0.0,18995105
0.0,18994861
15.8,18994853
79.9,18994828
0.0,18994808
0.0,18994792
0.0,18994783
0.0,18994778
15.0,18994778
15.0,18994778
0.0,18994773
0.0,18994651
1.0,18994603
0.0,18994595
18.2,18994583
0.0,18994448
0.0,18994448
0.0,18994444
0.0,18994443
0.0,18994443
0.0,18994443
0.0,18994441
0.0,18994439
0.0,18994439
0.0,18994439
0.0,18994431
0.0,18994431
0.0,18994431
0.0,18994430
0.0,18994430
52.0,18994425
0.0,18994354
0.0,18994340
20.9,18994232
6.6,18994232
0.0,18994200
0.0,18994198
0.0,18994169
8.2,18994139
0.0,18994097
7.4,18994095
0.0,18994008
0.0,18993852
0.0,18993812
54.6,18993809
0.0,18993674
57.3,18993567
0.0,18993498
57.9,18993474
0.0,18993346
133.8,18993184
0.0,18992868
9.8,18992847
64.0,18992605
14.9,18992588
19.9,18992570
14.8,18992565
16.8,18992492
12.6,18992492
0.0,18992488
0.0,18992486
19.7,18992343
0.0,18992287
0.0,18992286
0.0,18992286
0.0,18992285
64.0,18992282
999.9,18992272
148.7,18992268
0.0,18992262
0.0,18992187
0.0,18992172
0.0,18991974
250.0,18991898
9.9,18991850
0.0,18991850
0.0,18991847
0.0,18991799
0.0,18991732
0.0,18991730
0.0,18991719
0.0,18991718
0.0,18991717
0.0,18991716
0.0,18991715
0.0,18991713
0.0,18991712
0.0,18991711
0.0,18991709
0.0,18991708
0.0,18991706
0.0,18991705
0.0,18991690
0.0,18991688
0.0,18991686
0.0,18991685
0.0,18991614
0.0,18991605
0.0,18991554
9.9,18991500
0.0,18991498
0.0,18991486
10.9,18991275
10.9,18991275
19.9,18991275
0.0,18991250
19.9,18991227
3.0,18991202
3.0,18991202
20.7,18991197
63.8,18991197
20.7,18991197
3.0,18991191
0.0,18991180
0.0,18991175
9.5,18991077
9.5,18991077
9.9,18991077
0.0,18991027
0.0,18990986
27.7,18990844
27.7,18990844
18.6,18990828
18.6,18990770
0.0,18990683
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990604
0.0,18990590
9.5,18990481
9.5,18990481
11.1,18990480
11.1,18990480
0.0,18990399
0.0,18990398
0.0,18990365
0.0,18990361
9.1,18990302
0.0,18990264
0.0,18990263
0.0,18990261
9.8,18990258
9.9,18990258
350.0,18990242
0.0,18990216
0.0,18990215
0.0,18990136
0.0,18990095
0.0,18990077
0.0,18990003
16.0,18989815
0.0,18989802
0.0,18989802
0.0,18989621
0.0,18989620
0.0,18989619
0.0,18989618
0.0,18989617
0.0,18989616
0.0,18989615
0.0,18989614
0.0,18989387
0.0,18989335
0.0,18989243
0.0,18989220
0.0,18989186
0.0,18989185
3.0,18989042
3.0,18989041
0.0,18989023
0.0,18988967
0.0,18988599
49.9,18988519
0.0,18988470
0.0,18988313
0.0,18988308
249.9,18988286
5.6,18988266
0.0,18988248
0.0,18988065
0.0,18987934
0.0,18987847
9.9,18987704
0.0,18987654
10.8,18987604
10.8,18987576
35.0,18987575
0.0,18987550
20.5,18987503
99.9,18987462
0.0,18987367
6.0,18987304
6.0,18987167
5.9,18987152
5.9,18987085
39.0,18987019
0.0,18986894
0.0,18986892
0.0,18986891
0.0,18986889
0.0,18986879
4.7,18986827
105.4,18986814
0.0,18986780
16.9,18986735
0.0,18986654
17.0,18986649
16.4,18986614
107.0,18986440
0.0,18986093
86.2,18986044
0.0,18985901
2.4,18985797
17.5,18985602
2.4,18985601
20.0,18985551
0.0,18985424
19.9,18985362
60.0,18985314
2.4,18985283
2.6,18985029
15.5,18985010
2.8,18984952
3.0,18984907
19.9,18984788
998.0,18984785
19.6,18984710
30.0,18984709
30.0,18984709
19.7,18984707
0.0,18984671
59.8,18984507
0.0,18984439
0.0,18984438
0.0,18984418
0.0,18984402
0.0,18984401
0.0,18984354
45.3,18984310
0.0,18984065
0.0,18984054
108.9,18983972
0.0,18983958
0.0,18983866
0.0,18983741
0.0,18983734
0.0,18983694
0.0,18983694
0.0,18983665
0.0,18983570
0.0,18983569
0.0,18983560
0.0,18983357
0.0,18983357
0.0,18983355
0.0,18983355
0.0,18983355
0.0,18983355
3.0,18983353
3.0,18983353
5.9,18983353
5.9,18983353
5.9,18983352
3.0,18983352
0.0,18983352
3.0,18983352
3.0,18983348
3.0,18983348
3.0,18983348
8.8,18983347
8.9,18983347
8.0,18983346
10.0,18983346
10.2,18983343
10.2,18983343
10.2,18983343
10.2,18983343
10.2,18983342
10.2,18983342
10.2,18983342
10.2,18983342
10.3,18983341
10.3,18983341
10.3,18983341
10.3,18983341
10.3,18983340
10.3,18983340
9.2,18983339
10.3,18983339
10.3,18983339
9.2,18983339
9.2,18983339
9.2,18983339
10.4,18983337
10.4,18983337
10.4,18983336
10.4,18983336
8.9,18983310
0.0,18983309
10.4,18983224
39.8,18983076
0.0,18982979
0.0,18982959
0.0,18982870
0.0,18982814
0.0,18982767
0.0,18982740
0.0,18982710
0.0,18982657
0.0,18982612
0.0,18982422
7.0,18982318
0.0,18982301
0.0,18982296
8.8,18982239
0.0,18982232
0.0,18982203
0.0,18982108
0.0,18982057
0.0,18981982
87.9,18981971
0.0,18981946
12.7,18981941
0.0,18981829
0.0,18981802
0.0,18981796
0.0,18981788
0.0,18981787
0.0,18981782
0.0,18981781
0.0,18981780
0.0,18981779
0.0,18981777
0.0,18981776
4.2,18981775
0.0,18981775
0.0,18981774
0.0,18981768
12.7,18981746
0.0,18981680
0.0,18981679
0.0,18981678
16.1,18981670
16.0,18981664
0.0,18981661
10.0,18981659
0.0,18981621
0.0,18981619
0.0,18981613
13.0,18981570
30.5,18981446
30.5,18981446
10.1,18981397
10.0,18981384
10.3,18981247
4.1,18981236
6.5,18981232
7.8,18981227
0.0,18981187
0.0,18981185
0.0,18981182
0.0,18981165
0.0,18981148
0.0,18981020
0.0,18980996
0.0,18980932
0.0,18980898
0.0,18980896
0.0,18980895
0.0,18980894
0.0,18980893
0.0,18980892
30.3,18980867
0.0,18980856
37.6,18980823
37.6,18980761
0.0,18980737
0.0,18980623
10.5,18980278
7.8,18980278
14.2,18980228
998.9,18980215
1.0,18980204
0.0,18980121
0.0,18979938
0.0,18979937
0.0,18979937
0.0,18979937
0.0,18979936
38.0,18979782
69.1,18979628
0.0,18979625
0.0,18979603
8.3,18979487
8.9,18979362
8.9,18979362
8.0,18979289
69.0,18979178
0.0,18979144
0.0,18979120
5.5,18979116
44.9,18979114
5.7,18979091
4.8,18979044
4.8,18979044
67.0,18978990
0.0,18978754
38.0,18978747
6.3,18978718
6.3,18978716
6.3,18978712
6.3,18978691
0.0,18978648
6.5,18978469
0.0,18978453
6.5,18978446
6.5,18978446
0.0,18978433
0.0,18978432
6.5,18978429
6.5,18978366
0.0,18978157
0.0,18978156
0.0,18978155
0.0,18977997
10.5,18977924
10.1,18977924
3.3,18977802
0.0,18977752
16.6,18977733
3.9,18977728
3.9,18977727
0.0,18977697
7.9,18977696
79.5,18977686
0.0,18977667
0.0,18977633
0.0,18977558
0.0,18977548
0.0,18977462
0.0,18977462
0.0,18977462
0.0,18977462
0.0,18977456
0.0,18977456
0.0,18977443
10.0,18977404
0.0,18977401
9.9,18977326
0.0,18977311
4.8,18977254
4.8,18977229
8.0,18976957
9.9,18976757
9.9,18976732
9.9,18976487
0.0,18976455
0.0,18976427
0.0,18976409
0.0,18976408
0.0,18976381
0.0,18976338
0.0,18976309
0.0,18976300
0.0,18976300
10.4,18976290
0.0,18976287
0.0,18976274
0.0,18976212
0.0,18976200
0.0,18976166
0.0,18976161
7.0,18976143
0.0,18976091
0.0,18976052
0.0,18976045
0.0,18975995
0.0,18975835
0.0,18975832
35.0,18975580
0.0,18975526
0.0,18975526
0.0,18975514
21.7,18975391
21.7,18975391
21.7,18975391
21.7,18975391
21.5,18975391
0.0,18975336
20.9,18975318
20.9,18975318
20.4,18975318
20.9,18975318
20.9,18975318
20.9,18975318
20.9,18975318
20.9,18975318
20.4,18975318
0.0,18975244
23.8,18975243
23.8,18975243
23.0,18975218
23.0,18975218
0.0,18974754
60.0,18974587
0.0,18974486
16.7,18974483
0.0,18974320
16.9,18974285
16.9,18974237
16.9,18974058
18.8,18974031
0.0,18974011
94.4,18973909
90.0,18973905
84.5,18973897
82.2,18973894
82.2,18973876
19.2,18973692
9.0,18973689
19.2,18973578
990.0,18973565
1000.0,18973559
1000.0,18973559
1000.0,18973558
0.0,18973471
10.0,18973460
19.4,18973407
0.0,18973160
0.0,18973065
0.0,18972722
60.0,18972717
0.0,18972664
19.9,18972548
0.0,18972543
10.0,18972333
18.0,18972333
0.0,18971819
10.0,18971809
10.0,18971808
94.5,18971729
5.3,18971600
9.9,18971587
9.9,18971583
989.9,18971381
989.9,18971380
10.0,18971349
15.0,18971311
999.0,18971282
12.6,18970829
13.5,18970808
8.3,18970750
10.1,18970747
179.8,18970639
154.8,18970617
0.0,18970428
39.0,18970421
39.0,18970420
0.0,18970352
0.0,18970239
0.0,18970178
15.6,18970157
16.2,18970123
16.1,18970117
0.0,18970106
11.8,18970006
11.8,18970006
11.8,18970006
0.0,18969952
0.0,18969893
0.0,18969846
8.9,18969798
38.9,18969646
0.0,18969583
0.0,18969577
0.0,18969577
0.0,18969577
0.0,18969575
0.0,18969575
0.0,18969574
0.0,18969573
0.0,18969573
0.0,18969572
0.0,18969571
0.0,18969571
0.0,18969570
0.0,18969570
15.7,18969564
0.0,18969549
0.0,18969519
0.0,18969485
0.0,18969485
0.0,18969484
999.0,18969251
0.0,18969134
0.0,18969106
0.0,18969096
0.0,18968841
0.0,18968841
0.0,18968837
0.0,18968837
0.0,18968837
0.0,18968836
10.3,18968722
0.0,18968279
0.0,18967967
115.0,18967942
0.0,18967801
300.0,18967800
36.8,18967745
199.0,18967683
0.0,18967442
0.0,18967417
0.0,18967405
44.8,18967083
0.0,18967049
0.0,18966896
0.0,18966792
0.0,18966791
0.0,18966779
0.0,18966696
44.8,18966624
100.0,18966568
100.0,18966531
100.0,18966530
43.1,18966377
60.0,18966319
95.0,18966315
0.0,18966245
59.3,18966128
59.3,18966127
39.9,18966121
31.6,18966120
59.4,18966118
59.4,18966118
99.9,18966109
0.0,18966095
0.0,18966076
0.0,18966055
0.0,18966046
0.0,18966023
0.0,18966016
59.4,18966006
0.0,18966004
0.0,18966003
0.0,18965917
59.5,18965915
0.0,18965715
0.0,18965670
0.0,18965450
99.9,18965392
0.0,18965343
0.0,18965298
0.0,18965152
0.0,18965152
0.0,18965152
0.0,18965152
0.0,18965149
0.0,18965132
0.0,18965132
0.0,18965132
0.0,18965132
0.0,18965128
0.0,18965128
0.0,18965128
0.0,18965128
0.0,18965121
0.0,18965114
0.0,18965114
0.0,18965114
0.0,18965114
0.0,18965099
0.0,18965099
0.0,18965098
0.0,18965056
0.0,18965056
0.0,18965056
0.0,18965056
0.0,18965054
0.0,18965054
0.0,18965053
0.0,18965053
0.0,18965053
0.0,18965051
0.0,18965050
0.0,18965050
0.0,18965048
0.0,18965048
0.0,18965048
0.0,18965048
0.0,18965045
20.4,18964923
17.3,18964799
31.6,18964749
43.0,18964605
0.0,18964597
0.0,18964423
30.0,18964325
18.1,18964255
16.1,18964201
0.0,18964197
0.0,18964150
0.0,18963893
0.0,18963885
0.0,18963884
0.0,18963884
0.0,18963884
0.0,18963884
46.7,18963859
0.0,18963855
46.7,18963846
46.7,18963800
36.1,18963791
46.7,18963791
46.7,18963788
23.5,18963785
23.0,18963679
20.2,18963676
0.0,18963556
0.0,18963554
0.0,18963521
22.5,18963493
0.0,18963485
29.9,18963460
14.9,18963413
0.0,18963363
20.0,18963215
18.9,18963212
14.6,18963209
6.9,18963207
21.3,18963059
0.0,18962967
23.2,18962886
23.4,18962886
23.4,18962871
23.4,18962870
23.4,18962869
0.0,18962827
0.0,18962822
49.7,18962822
49.8,18962821
0.0,18962821
0.0,18962818
34.9,18962815
49.8,18962815
39.0,18962815
38.9,18962809
17.5,18962745
0.0,18962664
30.0,18962553
44.2,18962551
20.0,18962504
19.7,18962479
0.0,18962361
18.5,18962239
24.4,18962206
23.0,18962197
45.6,18961939
47.9,18961884
34.0,18961794
29.0,18961794
34.0,18961794
34.0,18961794
29.9,18961719
39.0,18961693
18.9,18961360
0.0,18961211
12.8,18960977
28.0,18960878
28.0,18960878
28.0,18960878
28.0,18960878
28.0,18960878
28.0,18960878
28.0,18960878
28.0,18960878
11.2,18960853
10.5,18960829
28.0,18960631
0.0,18960620
23.0,18960581
22.9,18960581
22.9,18960581
23.0,18960577
10.5,18960556
0.0,18960445
0.0,18960354
18.5,18960310
17.5,18960260
0.0,18960175
0.0,18960174
0.0,18960165
0.0,18960078
0.0,18959983
19.6,18959972
0.0,18959802
40.6,18959746
0.0,18959571
238.5,18959545
36.0,18959061
0.0,18959057
150.0,18959009
0.0,18958999
13.5,18958882
0.0,18958852
998.9,18958844
0.0,18958840
23.5,18958837
23.5,18958828
0.0,18958827
31.7,18958826
38.0,18958824
38.0,18958823
0.0,18958609
0.0,18958608
20.2,18958603
13.5,18958573
0.0,18958429
40.0,18958337
0.0,18958291
0.0,18958291
0.0,18958287
0.0,18958287
16.6,18958284
46.3,18958281
46.2,18958281
23.0,18958274
19.9,18958272
19.5,18958272
18.6,18958105
18.6,18958105
19.3,18958080
0.0,18958054
30.0,18957881
21.1,18957832
299.6,18957802
21.1,18957780
26.7,18957238
26.7,18957238
0.0,18957185
0.0,18957029
34.4,18957020
34.4,18957020
39.9,18956987
39.9,18956967
46.3,18956963
0.0,18956949
16.6,18956793
16.5,18956768
18.3,18956633
29.9,18956619
30.0,18956618
36.8,18956607
29.9,18956605
46.3,18956604
23.0,18956603
0.0,18956595
0.0,18956591
0.0,18956577
13.5,18956445
0.0,18956401
0.0,18956144
24.5,18956108
0.0,18956075
0.0,18956056
23.8,18956034
14.8,18955998
0.0,18955920
25.2,18955845
21.0,18955844
25.2,18955843
0.0,18955824
0.0,18955772
0.0,18955771
0.0,18955767
19.5,18955578
0.0,18955547
18.5,18955503
0.0,18955489
19.9,18955456
0.0,18955440
0.0,18955255
0.0,18955254
0.0,18955252
0.0,18955244
21.0,18955211
0.0,18955122
0.0,18954943
0.0,18954857
0.0,18954611
0.0,18954459
0.0,18954291
0.0,18954290
20.0,18954211
7.7,18954205
7.8,18954198
7.9,18954196
20.0,18954065
14.8,18954065
20.0,18954065
0.0,18954057
0.0,18954057
0.0,18954057
0.0,18954047
17.1,18954040
16.5,18954035
16.5,18954035
29.5,18953942
11.1,18953928
11.1,18953927
29.5,18953919
0.0,18953908
20.1,18953819
0.0,18953769
16.7,18953712
0.0,18953697
0.0,18953689
0.0,18953570
15.5,18953523
10.4,18953522
15.5,18953520
27.6,18953426
0.0,18953059
19.2,18952909
0.0,18952907
0.0,18952490
0.0,18952267
0.0,18952260
0.0,18952168
0.0,18952010
0.0,18952006
0.0,18951791
0.0,18951759
30.0,18951755
0.0,18951695
0.0,18951639
0.0,18951598
0.0,18951597
19.9,18951587
0.0,18951258
0.0,18951253
0.0,18951250
0.0,18951240
20.0,18951003
0.0,18950980
19.8,18950906
0.0,18950901
0.0,18950900
0.0,18950897
20.0,18950892
19.1,18950881
0.0,18950874
0.0,18950292
0.0,18950270
0.0,18950252
0.0,18950249
0.0,18950249
0.0,18950240
0.0,18950240
0.0,18950240
0.0,18950240
20.0,18950221
19.5,18950171
0.0,18949931
0.0,18949674
0.0,18949665
0.0,18949612
0.0,18949610
0.0,18949610
19.8,18949473
0.0,18949420
0.0,18949224
0.0,18949220
0.0,18949206
0.0,18949106
0.0,18949106
19.9,18949059
0.0,18949044
0.0,18948922
0.0,18948890
0.0,18948842
0.0,18948795
0.0,18948598
0.0,18948568
0.0,18948568
0.0,18948568
0.0,18948567
0.0,18948567
0.0,18948567
0.0,18948543
0.0,18948518
0.0,18948506
0.0,18948505
0.0,18948445
0.0,18948420
0.0,18948420
0.0,18948373
0.0,18948349
0.0,18948325
0.0,18948251
0.0,18948225
0.0,18948225
0.0,18948224
0.0,18948224
0.0,18948224
0.0,18948212
0.0,18948212
0.0,18948206
0.0,18948203
0.0,18948200
0.0,18948196
0.0,18948196
0.0,18948196
0.0,18948196
0.0,18948195
0.0,18948193
0.0,18948192
0.0,18948192
0.0,18948192
55.5,18948179
55.5,18948178
0.0,18948145
19.6,18947918
0.0,18947831
0.0,18947825
0.0,18947740
0.0,18947613
0.0,18947605
0.0,18947572
0.0,18947547
0.0,18947523
0.0,18947497
0.0,18947472
0.0,18947447
0.0,18947423
0.0,18947398
0.0,18947373
0.0,18947291
0.0,18947274
0.0,18947136
0.0,18946987
0.0,18946972
0.0,18946964
0.0,18946898
0.0,18946872
0.0,18946527
1.0,18946509
1.0,18946497
5.1,18946495
0.0,18946472
0.0,18946434
0.0,18946410
16.6,18946361
16.6,18946361
0.0,18946304
0.0,18946272
0.0,18946139
0.0,18946014
15.9,18945989
18.1,18945964
199.0,18945954
0.0,18945932
0.0,18945931
0.0,18945929
0.0,18945928
0.0,18945790
0.0,18945789
0.0,18945766
0.0,18945731
0.0,18945713
0.0,18945686
12.6,18945592
0.0,18945567
0.0,18945546
0.0,18945413
0.0,18945299
0.0,18945270
0.0,18945231
19.7,18945222
19.7,18945222
19.9,18945174
0.0,18945065
0.0,18944967
0.0,18944965
10.5,18944655
10.5,18944655
0.0,18944622
0.0,18944583
0.0,18944433
0.0,18944433
0.0,18944150
0.0,18943889
0.0,18943878
0.0,18943611
0.0,18943605
0.0,18943490
5.0,18943426
5.0,18943128
5.0,18943128
5.9,18942831
0.0,18942762
0.0,18942711
0.0,18942451
0.0,18942386
0.0,18942385
0.0,18942385
0.0,18942384
10.5,18942347
0.0,18942241
0.0,18942240
5.0,18942237
5.0,18942237
5.0,18942237
5.0,18942236
0.0,18942212
0.0,18942211
0.0,18942209
0.0,18942207
19.9,18942191
4.5,18942187
28.0,18942186
0.0,18941997
15.0,18941969
15.0,18941968
0.0,18941968
0.0,18941831
14.2,18941775
20.0,18941747
0.0,18941709
0.0,18941686
0.0,18941622
999.0,18941616
0.0,18941359
13.7,18941205
12.6,18941131
0.0,18940972
0.0,18940971
0.0,18940969
0.0,18940945
0.0,18940931
0.0,18940894
0.0,18940783
0.0,18940720
0.0,18940685
0.0,18940660
0.0,18940618
0.0,18940595
0.0,18940547
0.0,18940531
0.0,18940528
0.0,18940514
0.0,18940463
0.0,18940462
0.0,18940412
0.0,18940409
0.0,18940375
0.0,18940366
0.0,18940366
0.0,18940357
0.0,18940256
0.0,18940247
0.0,18940237
0.0,18940111
0.0,18940092
0.0,18940083
0.0,18940073
0.0,18939829
0.0,18939770
0.0,18939613
93.5,18939530
0.0,18939504
0.0,18939468
0.0,18939457
0.0,18939454
0.0,18939454
0.0,18939453
0.0,18939453
0.0,18939451
11.1,18939383
0.0,18939333
0.0,18939312
0.0,18939311
0.0,18939202
0.0,18939183
0.0,18939155
0.0,18939040
0.0,18939032
0.0,18938980
0.0,18938954
0.0,18938811
0.0,18938811
0.0,18938811
0.0,18938811
0.0,18938738
0.0,18938699
0.0,18938583
24.0,18938516
0.0,18938504
0.0,18938493
0.0,18938491
0.0,18938489
4.0,18938480
0.0,18938418
20.0,18938393
0.0,18938304
20.1,18938270
0.0,18938262
19.3,18938245
19.3,18938245
0.0,18938148
0.0,18938080
17.2,18937971
17.2,18937946
17.2,18937946
20.9,18937921
0.0,18937887
0.0,18937847
0.0,18937794
17.7,18937776
20.0,18937678
1.5,18937486
17.7,18937481
17.7,18937481
0.0,18937166
0.0,18937166
0.0,18937136
0.0,18937135
0.0,18937109
0.0,18937082
0.0,18936897
0.0,18936686
0.0,18936682
0.0,18936476
0.0,18936446
25.3,18936353
